ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07130;2023-02-22T01:00:00+01:00;101490;-60.0;6;280;0.9;276.45;276.35;99;110.0;41;;;101.0;9;30.0;;;;101030.0;;;-780.0;;;;;277.45;;;1.4;2.1;-10.0;;;;;0.0;0.0;0.0;0.4;0.4;;;;;0.0;0;;;;;;;;;;;48.068833, -1.734;RENNES-ST JACQUES;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;Brouillard ou brouillard glacé en bancs;3.3000000000000114;;;;;4.300000000000011;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;2
07130;2023-01-11T16:00:00+01:00;102130;-20.0;5;230;3.4;284.75;279.65;71;41690.0;0;;;100.0;7;800.0;;;;101680.0;;;590.0;;;;;280.15;;;5.7;10.3;-10.0;;;;;0.0;0.0;0.0;0.0;2.4;;;;;6.0;;960.0;7.0;;1410.0;8.0;;6060.0;;;;48.068833, -1.734;RENNES-ST JACQUES;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;11.600000000000023;;;;;7.0;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;1
07130;2023-01-11T22:00:00+01:00;102140;-80.0;8;230;4.7;283.65;280.75;82;33800.0;0;;;100.0;3;800.0;;;;101690.0;;;810.0;;;;;280.85;;;7.7;10.1;-10.0;;;;;0.0;0.0;0.0;0.0;1.8;;;;;1.0;;690.0;3.0;;1380.0;7.0;;4320.0;;;;48.068833, -1.734;RENNES-ST JACQUES;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;10.5;;;;;7.7000000000000455;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;1
07130;2023-01-12T19:00:00+01:00;101390;-40.0;7;220;5.2;284.45;283.65;95;6330.0;51;;;100.0;8;250.0;;;;100940.0;;;-830.0;283.95;;285.85;;282.85;;;8.4;13.5;-10.0;;;;;-0.1;-0.1;0.8;1.0;1.0;;;;;6.0;;270.0;7.0;;390.0;8.0;;540.0;;;;48.068833, -1.734;RENNES-ST JACQUES;En baisse;;Bruine, sans congélation, continue, faible au moment de l’observation;11.300000000000011;10.800000000000011;;12.700000000000045;;9.700000000000045;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;1
07130;2023-06-14T11:00:00+02:00;101520;80.0;1;320;2.5;295.95;288.75;64;18820.0;0;;;;3;2700.0;;;;101090.0;;;310.0;;;;;286.85;;;4.6;5.6;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;-0.1;;;;;3.0;;2700.0;;;;;;;;;;48.068833, -1.734;RENNES-ST JACQUES;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;22.80000000000001;;;;;13.700000000000045;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;6
07130;2023-06-14T14:00:00+02:00;101490;-20.0;8;310;2.6;301.65;288.55;45;19970.0;0;;;;1;2820.0;;;;101070.0;;;340.0;;;;;286.85;;;6.2;8.3;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;-0.1;;;;;1.0;;2820.0;;;;;;;;;;48.068833, -1.734;RENNES-ST JACQUES;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;28.5;;;;;13.700000000000045;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;6
07130;2023-06-15T02:00:00+02:00;101770;30.0;1;320;2.5;289.35;284.95;75;19990.0;0;;;;0;;;;;101330.0;;;380.0;;;;;290.35;;;3.3;4.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;-0.1;;;;;;;;;;;;;;;;;48.068833, -1.734;RENNES-ST JACQUES;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;16.200000000000045;;;;;17.200000000000045;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;6
07130;2023-06-18T05:00:00+02:00;101030;-120.0;8;250;0.7;289.35;288.85;97;4700.0;10;;;90.0;7;2520.0;;;;100590.0;;;-410.0;;;;;289.45;;;1.2;1.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.8;0.8;;;;;6.0;;2520.0;7.0;;7320.0;;;;;;;48.068833, -1.734;RENNES-ST JACQUES;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;Brume;16.200000000000045;;;;;16.30000000000001;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;6
07130;2023-06-19T14:00:00+02:00;101110;-160.0;8;150;2.3;297.45;288.35;57;19520.0;0;;;100.0;6;1250.0;;;;100680.0;;;130.0;;;;;289.05;;;8.9;8.9;-10.0;0;0.0;;;0.0;0.0;0.0;0.2;2.4;;;;;5.0;;1110.0;6.0;;1320.0;6.0;;3480.0;;;;48.068833, -1.734;RENNES-ST JACQUES;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;24.30000000000001;;;;;15.900000000000034;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;6
07130;2023-06-20T02:00:00+02:00;100750;-130.0;6;150;5.6;293.75;290.55;82;47020.0;0;;;100.0;8;3120.0;;;;100320.0;;;-450.0;;;;;292.35;;;8.6;9.9;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.2;;;;;8.0;;3120.0;;;;;;;;;;48.068833, -1.734;RENNES-ST JACQUES;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.600000000000023;;;;;19.200000000000045;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;6
07130;2023-06-23T23:00:00+02:00;102580;90.0;3;350;3.2;293.75;284.15;54;55360.0;0;;;;0;;;;;102140.0;;;200.0;;;;;291.85;;;4.9;5.6;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.068833, -1.734;RENNES-ST JACQUES;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.600000000000023;;;;;18.700000000000045;48.068833;-1.734;36;Saint-Jacques-de-la-Lande;35281;Rennes Métropole;243500139;Ille-et-Vilaine;35;Bretagne;53;6
