annee;mois;date;jourSemaine;semaine;identifiantLigne;nomCourtLigne;typeLigne;categorieLigne;Frequentation
2023;Juin;2023-06-22;Jeudi;26;74;74;Métropolitaine;Régulières Métropolitaines;1128.23529
2023;Juin;2023-06-22;Jeudi;26;78;78;Métropolitaine;Régulières Métropolitaines;1330.58824
2023;Juin;2023-06-22;Jeudi;26;82;82;Métropolitaine;Régulières Métropolitaines;245.88235
2023;Juin;2023-06-22;Jeudi;26;83;83;Métropolitaine;Régulières Métropolitaines;661.17647
2023;Juin;2023-06-22;Jeudi;26;153;153ex;Express;Régulières Métropolitaines;242.35294
2023;Juin;2023-06-22;Jeudi;26;155;155ex;Express;Régulières Métropolitaines;229.41176
2023;Juin;2023-06-22;Jeudi;26;156;156ex;Express;Régulières Métropolitaines;69.41176
2023;Juin;2023-06-22;Jeudi;26;164;164ex;Express;Régulières Métropolitaines;129.41176
2023;Juin;2023-06-22;Jeudi;26;1002;b;Métro;METRO;73852.26525
2023;Juin;2023-06-22;Jeudi;26;9999;9999;Non identifié;Non identifiée;3582.35294
2023;Juin;2023-06-23;Vendredi;26;3;C3;CHRONOSTAR;CHRONOSTAR;8354.11765
2023;Juin;2023-06-23;Vendredi;26;34;34;Inter-quartiers;Régulières Urbaines;663.52941
2023;Juin;2023-06-23;Vendredi;26;51;51;Métropolitaine;Régulières Métropolitaines;1400.0
2023;Juin;2023-06-23;Vendredi;26;53;53;Métropolitaine;Régulières Métropolitaines;2434.11765
2023;Juin;2023-06-23;Vendredi;26;59;59;Métropolitaine;Régulières Métropolitaines;1603.52941
2023;Juin;2023-06-23;Vendredi;26;68;68;Métropolitaine;Régulières Métropolitaines;845.88235
2023;Juin;2023-06-23;Vendredi;26;72;72;Métropolitaine;Régulières Métropolitaines;1967.05882
2023;Juin;2023-06-23;Vendredi;26;75;75;Métropolitaine;Régulières Métropolitaines;645.88235
2023;Juin;2023-06-23;Vendredi;26;121;N1;STAR de Nuit;Régulières Urbaines;75.29412
2023;Juin;2023-06-23;Vendredi;26;159;159ex;Express;Régulières Métropolitaines;140.0
2023;Juin;2023-06-23;Vendredi;26;178;178ex;Express;Régulières Métropolitaines;98.82353
2023;Juin;2023-06-23;Vendredi;26;1002;b;Métro;METRO;63636.74448
2023;Juin;2023-06-23;Vendredi;26;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;3273.62229
2023;Juin;2023-06-24;Samedi;26;2;C2;CHRONOSTAR;CHRONOSTAR;6810.58824
2023;Juin;2023-06-24;Samedi;26;11;11;Urbaine;Régulières Urbaines;3863.52941
2023;Juin;2023-06-24;Samedi;26;12;12;Urbaine;Régulières Urbaines;2608.23529
2023;Juin;2023-06-24;Samedi;26;64;64;Métropolitaine;Régulières Métropolitaines;477.64706
2023;Juin;2023-06-24;Samedi;26;71;71;Métropolitaine;Régulières Métropolitaines;350.58824
2023;Juin;2023-06-24;Samedi;26;72;72;Métropolitaine;Régulières Métropolitaines;952.94118
2023;Juin;2023-06-24;Samedi;26;74;74;Métropolitaine;Régulières Métropolitaines;575.29412
2023;Juin;2023-06-24;Samedi;26;80;80;Métropolitaine;Régulières Métropolitaines;250.58824
2023;Juin;2023-06-24;Samedi;26;81;81;Métropolitaine;Régulières Métropolitaines;222.35294
2023;Juin;2023-06-24;Samedi;26;123;N3;STAR de Nuit;Régulières Urbaines;24.70588
2023;Juin;2023-06-24;Samedi;26;803;API;Spéciale;Lignes Evènementielles;295.29412
2023;Juin;2023-06-25;Dimanche;26;4;C4;CHRONOSTAR;CHRONOSTAR;3507.05882
2023;Juin;2023-06-25;Dimanche;26;12;12;Urbaine;Régulières Urbaines;507.05882
2023;Juin;2023-06-25;Dimanche;26;51;51;Métropolitaine;Régulières Métropolitaines;274.11765
2023;Juin;2023-06-25;Dimanche;26;61;61;Métropolitaine;Régulières Métropolitaines;416.47059
2023;Juin;2023-06-25;Dimanche;26;64;64;Métropolitaine;Régulières Métropolitaines;174.11765
2023;Juin;2023-06-25;Dimanche;26;122;N2;STAR de Nuit;Régulières Urbaines;83.52941
2023;Juin;2023-06-26;Lundi;27;13;13;Urbaine;Régulières Urbaines;4307.05882
2023;Juin;2023-06-26;Lundi;27;32;32;Inter-quartiers;Régulières Urbaines;792.94118
2023;Juin;2023-06-26;Lundi;27;50;50;Métropolitaine;Régulières Métropolitaines;1074.11765
2023;Juin;2023-06-26;Lundi;27;53;53;Métropolitaine;Régulières Métropolitaines;2241.17647
2023;Juin;2023-06-26;Lundi;27;71;71;Métropolitaine;Régulières Métropolitaines;501.17647
2023;Juin;2023-06-26;Lundi;27;75;75;Métropolitaine;Régulières Métropolitaines;614.11765
2023;Juin;2023-06-26;Lundi;27;76;76;Métropolitaine;Régulières Métropolitaines;612.94118
2023;Juin;2023-06-26;Lundi;27;78;78;Métropolitaine;Régulières Métropolitaines;1189.41176
2023;Juin;2023-06-26;Lundi;27;152;152ex;Express;Régulières Métropolitaines;80.0
2023;Juin;2023-06-26;Lundi;27;167;167ex;Express;Régulières Métropolitaines;67.05882
2023;Juin;2023-06-26;Lundi;27;168;168ex;Express;Régulières Métropolitaines;96.47059
2023;Juin;2023-06-26;Lundi;27;172;172ex;Express;Régulières Métropolitaines;154.11765
2023;Juin;2023-06-26;Lundi;27;1001;a;Métro;METRO;96071.63368
2023;Juin;2023-06-26;Lundi;27;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;3049.90712
2023;Juin;2023-06-27;Mardi;27;12;12;Urbaine;Régulières Urbaines;3940.0
2023;Juin;2023-06-27;Mardi;27;32;32;Inter-quartiers;Régulières Urbaines;905.88235
2023;Janvier;2023-01-01;Dimanche;1;3;C3;CHRONOSTAR;CHRONOSTAR;962.35294
2023;Janvier;2023-01-01;Dimanche;1;50;50;Métropolitaine;Régulières Métropolitaines;210.58824
2023;Juin;2023-06-27;Mardi;27;51;51;Métropolitaine;Régulières Métropolitaines;1547.05882
2023;Janvier;2023-01-01;Dimanche;1;6;C6;CHRONOSTAR;CHRONOSTAR;1757.64706
2023;Janvier;2023-01-01;Dimanche;1;52;52;Métropolitaine;Régulières Métropolitaines;312.94118
2023;Juin;2023-06-27;Mardi;27;52;52;Métropolitaine;Régulières Métropolitaines;2723.52941
2023;Janvier;2023-01-01;Dimanche;1;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;333.68421
2023;Janvier;2023-01-01;Dimanche;1;54;54;Métropolitaine;Régulières Métropolitaines;376.47059
2023;Juin;2023-06-27;Mardi;27;54;54;Métropolitaine;Régulières Métropolitaines;2698.82353
2023;Janvier;2023-01-02;Lundi;2;2;C2;CHRONOSTAR;CHRONOSTAR;8029.41176
2023;Janvier;2023-01-01;Dimanche;1;80;80;Métropolitaine;Régulières Métropolitaines;3.52941
2023;Juin;2023-06-27;Mardi;27;64;64;Métropolitaine;Régulières Métropolitaines;1180.0
2023;Janvier;2023-01-02;Lundi;2;3;C3;CHRONOSTAR;CHRONOSTAR;6891.76471
2023;Janvier;2023-01-01;Dimanche;1;9999;9999;Non identifié;Non identifiée;450.58824
2023;Juin;2023-06-27;Mardi;27;75;75;Métropolitaine;Régulières Métropolitaines;751.76471
2023;Janvier;2023-01-02;Lundi;2;4;C4;CHRONOSTAR;CHRONOSTAR;10489.41176
2023;Janvier;2023-01-02;Lundi;2;6;C6;CHRONOSTAR;CHRONOSTAR;7454.11765
2023;Juin;2023-06-27;Mardi;27;79;79;Métropolitaine;Régulières Métropolitaines;321.17647
2023;Janvier;2023-01-02;Lundi;2;11;11;Urbaine;Régulières Urbaines;6729.41176
2023;Janvier;2023-01-02;Lundi;2;10;10;Urbaine;Régulières Urbaines;1995.29412
2023;Juin;2023-06-27;Mardi;27;82;82;Métropolitaine;Régulières Métropolitaines;297.64706
2023;Janvier;2023-01-02;Lundi;2;52;52;Métropolitaine;Régulières Métropolitaines;1618.82353
2023;Janvier;2023-01-02;Lundi;2;32;32;Inter-quartiers;Régulières Urbaines;491.76471
2023;Juin;2023-06-27;Mardi;27;156;156ex;Express;Régulières Métropolitaines;82.35294
2023;Janvier;2023-01-02;Lundi;2;65;65;Métropolitaine;Régulières Métropolitaines;415.29412
2023;Janvier;2023-01-02;Lundi;2;37;37;Inter-quartiers;Régulières Urbaines;158.82353
2023;Juin;2023-06-27;Mardi;27;161;161ex;Express;Régulières Métropolitaines;357.64706
2023;Janvier;2023-01-02;Lundi;2;71;71;Métropolitaine;Régulières Métropolitaines;345.88235
2023;Janvier;2023-01-02;Lundi;2;59;59;Métropolitaine;Régulières Métropolitaines;1156.47059
2023;Juin;2023-06-27;Mardi;27;167;167ex;Express;Régulières Métropolitaines;49.41176
2023;Janvier;2023-01-02;Lundi;2;75;75;Métropolitaine;Régulières Métropolitaines;347.05882
2023;Janvier;2023-01-02;Lundi;2;62;62;Métropolitaine;Régulières Métropolitaines;750.58824
2023;Juin;2023-06-27;Mardi;27;173;173ex;Express;Régulières Métropolitaines;51.76471
2023;Janvier;2023-01-02;Lundi;2;79;79;Métropolitaine;Régulières Métropolitaines;192.94118
2023;Janvier;2023-01-02;Lundi;2;70;70;Métropolitaine;Régulières Métropolitaines;84.70588
2023;Juin;2023-06-27;Mardi;27;178;178ex;Express;Régulières Métropolitaines;117.64706
2023;Janvier;2023-01-02;Lundi;2;81;81;Métropolitaine;Régulières Métropolitaines;309.41176
2023;Janvier;2023-01-02;Lundi;2;72;72;Métropolitaine;Régulières Métropolitaines;1258.82353
2023;Juin;2023-06-28;Mercredi;27;5;C5;CHRONOSTAR;CHRONOSTAR;24.70588
2023;Janvier;2023-01-02;Lundi;2;82;82;Métropolitaine;Régulières Métropolitaines;149.41176
2023;Janvier;2023-01-02;Lundi;2;73;73;Métropolitaine;Régulières Métropolitaines;548.23529
2023;Juin;2023-06-28;Mercredi;27;11;11;Urbaine;Régulières Urbaines;7.05882
2023;Janvier;2023-01-02;Lundi;2;90;90;Intercommunale;Régulières Métropolitaines;2.35294
2023;Janvier;2023-01-02;Lundi;2;76;76;Métropolitaine;Régulières Métropolitaines;338.82353
2023;Juin;2023-06-28;Mercredi;27;14;14;Urbaine;Régulières Urbaines;5397.64706
2023;Janvier;2023-01-03;Mardi;2;11;11;Urbaine;Régulières Urbaines;8777.64706
2023;Janvier;2023-01-02;Lundi;2;1001;a;Métro;METRO;83402.53345
2023;Juin;2023-06-28;Mercredi;27;34;34;Inter-quartiers;Régulières Urbaines;647.05882
2023;Janvier;2023-01-03;Mardi;2;13;13;Urbaine;Régulières Urbaines;4635.29412
2023;Janvier;2023-01-02;Lundi;2;1002;b;Métro;METRO;45888.57917
2023;Juin;2023-06-28;Mercredi;27;47;C7ex;CHRONOSTAR;CHRONOSTAR;617.64706
2023;Janvier;2023-01-03;Mardi;2;14;14;Urbaine;Régulières Urbaines;6472.94118
2023;Janvier;2023-01-03;Mardi;2;3;C3;CHRONOSTAR;CHRONOSTAR;9812.94118
2023;Juin;2023-06-28;Mercredi;27;50;50;Métropolitaine;Régulières Métropolitaines;1311.76471
2023;Janvier;2023-01-03;Mardi;2;52;52;Métropolitaine;Régulières Métropolitaines;2652.94118
2023;Janvier;2023-01-03;Mardi;2;6;C6;CHRONOSTAR;CHRONOSTAR;10360.0
2023;Juin;2023-06-28;Mercredi;27;65;65;Métropolitaine;Régulières Métropolitaines;744.70588
2023;Janvier;2023-01-03;Mardi;2;56;56;Métropolitaine;Régulières Métropolitaines;1050.58824
2023;Janvier;2023-01-03;Mardi;2;37;37;Inter-quartiers;Régulières Urbaines;176.47059
2023;Juin;2023-06-28;Mercredi;27;70;70;Métropolitaine;Régulières Métropolitaines;120.0
2023;Janvier;2023-01-03;Mardi;2;67;67;Métropolitaine;Régulières Métropolitaines;1428.23529
2023;Janvier;2023-01-03;Mardi;2;39;39;Inter-quartiers;Régulières Urbaines;28.23529
2023;Juin;2023-06-28;Mercredi;27;74;74;Métropolitaine;Régulières Métropolitaines;1103.52941
2023;Janvier;2023-01-03;Mardi;2;68;68;Métropolitaine;Régulières Métropolitaines;1038.82353
2023;Janvier;2023-01-03;Mardi;2;47;C7ex;CHRONOSTAR;CHRONOSTAR;972.94118
2023;Juin;2023-06-28;Mercredi;27;82;82;Métropolitaine;Régulières Métropolitaines;296.47059
2023;Janvier;2023-01-03;Mardi;2;72;72;Métropolitaine;Régulières Métropolitaines;2218.82353
2023;Janvier;2023-01-03;Mardi;2;51;51;Métropolitaine;Régulières Métropolitaines;1451.76471
2023;Juin;2023-06-28;Mercredi;27;91;91;Intercommunale;Régulières Métropolitaines;151.76471
2023;Janvier;2023-01-03;Mardi;2;80;80;Métropolitaine;Régulières Métropolitaines;478.82353
2023;Janvier;2023-01-03;Mardi;2;53;53;Métropolitaine;Régulières Métropolitaines;2481.17647
2023;Juin;2023-06-28;Mercredi;27;152;152ex;Express;Régulières Métropolitaines;34.11765
2023;Janvier;2023-01-03;Mardi;2;90;90;Intercommunale;Régulières Métropolitaines;60.0
2023;Janvier;2023-01-03;Mardi;2;54;54;Métropolitaine;Régulières Métropolitaines;2715.29412
2023;Juin;2023-06-28;Mercredi;27;165;165ex;Express;Régulières Métropolitaines;5.88235
2023;Janvier;2023-01-03;Mardi;2;152;152ex;Express;Régulières Métropolitaines;84.70588
2023;Janvier;2023-01-03;Mardi;2;64;64;Métropolitaine;Régulières Métropolitaines;1485.88235
2023;Juin;2023-06-28;Mercredi;27;172;172ex;Express;Régulières Métropolitaines;149.41176
2023;Janvier;2023-01-03;Mardi;2;154;154ex;Express;Régulières Métropolitaines;320.0
2023;Janvier;2023-01-03;Mardi;2;71;71;Métropolitaine;Régulières Métropolitaines;620.0
2023;Juin;2023-06-28;Mercredi;27;173;173ex;Express;Régulières Métropolitaines;49.41176
2023;Janvier;2023-01-03;Mardi;2;155;155ex;Express;Régulières Métropolitaines;348.23529
2023;Janvier;2023-01-03;Mardi;2;76;76;Métropolitaine;Régulières Métropolitaines;835.29412
2023;Juin;2023-06-28;Mercredi;27;178;178ex;Express;Régulières Métropolitaines;88.23529
2023;Janvier;2023-01-03;Mardi;2;159;159ex;Express;Régulières Métropolitaines;198.82353
2023;Janvier;2023-01-03;Mardi;2;77;77;Métropolitaine;Régulières Métropolitaines;1804.70588
2023;Juin;2023-06-29;Jeudi;27;2;C2;CHRONOSTAR;CHRONOSTAR;11400.0
2023;Janvier;2023-01-03;Mardi;2;164;164ex;Express;Régulières Métropolitaines;230.58824
2023;Janvier;2023-01-03;Mardi;2;78;78;Métropolitaine;Régulières Métropolitaines;1110.58824
2023;Juin;2023-06-29;Jeudi;27;54;54;Métropolitaine;Régulières Métropolitaines;2538.82353
2023;Janvier;2023-01-03;Mardi;2;804;TTZ;Spéciale;Régulières Métropolitaines;2.35294
2023;Janvier;2023-01-03;Mardi;2;161;161ex;Express;Régulières Métropolitaines;609.41176
2023;Juin;2023-06-29;Jeudi;27;71;71;Métropolitaine;Régulières Métropolitaines;511.76471
2023;Janvier;2023-01-04;Mercredi;2;54;54;Métropolitaine;Régulières Métropolitaines;3009.41176
2023;Janvier;2023-01-03;Mardi;2;1002;b;Métro;METRO;71421.83558
2023;Juin;2023-06-29;Jeudi;27;76;76;Métropolitaine;Régulières Métropolitaines;629.41176
2023;Janvier;2023-01-04;Mercredi;2;62;62;Métropolitaine;Régulières Métropolitaines;1329.41176
2023;Janvier;2023-01-04;Mercredi;2;6;C6;CHRONOSTAR;CHRONOSTAR;10684.70588
2023;Juin;2023-06-29;Jeudi;27;77;77;Métropolitaine;Régulières Métropolitaines;1771.76471
2023;Janvier;2023-01-04;Mercredi;2;64;64;Métropolitaine;Régulières Métropolitaines;1569.41176
2023;Janvier;2023-01-04;Mercredi;2;12;12;Urbaine;Régulières Urbaines;4661.17647
2023;Juin;2023-06-29;Jeudi;27;81;81;Métropolitaine;Régulières Métropolitaines;538.82353
2023;Janvier;2023-01-04;Mercredi;2;65;65;Métropolitaine;Régulières Métropolitaines;1065.88235
2023;Janvier;2023-01-04;Mercredi;2;51;51;Métropolitaine;Régulières Métropolitaines;1635.29412
2023;Juin;2023-06-29;Jeudi;27;153;153ex;Express;Régulières Métropolitaines;252.94118
2023;Janvier;2023-01-04;Mercredi;2;70;70;Métropolitaine;Régulières Métropolitaines;176.47059
2023;Janvier;2023-01-04;Mercredi;2;68;68;Métropolitaine;Régulières Métropolitaines;1127.05882
2023;Juin;2023-06-29;Jeudi;27;164;164ex;Express;Régulières Métropolitaines;132.94118
2023;Janvier;2023-01-04;Mercredi;2;78;78;Métropolitaine;Régulières Métropolitaines;1304.70588
2023;Janvier;2023-01-04;Mercredi;2;71;71;Métropolitaine;Régulières Métropolitaines;544.70588
2023;Juin;2023-06-30;Vendredi;27;1;C1;CHRONOSTAR;CHRONOSTAR;10367.05882
2023;Janvier;2023-01-04;Mercredi;2;79;79;Métropolitaine;Régulières Métropolitaines;362.35294
2023;Janvier;2023-01-04;Mercredi;2;75;75;Métropolitaine;Régulières Métropolitaines;910.58824
2023;Juin;2023-06-30;Vendredi;27;14;14;Urbaine;Régulières Urbaines;4850.58824
2023;Janvier;2023-01-04;Mercredi;2;81;81;Métropolitaine;Régulières Métropolitaines;650.58824
2023;Janvier;2023-01-04;Mercredi;2;90;90;Intercommunale;Régulières Métropolitaines;68.23529
2023;Juin;2023-06-30;Vendredi;27;47;C7ex;CHRONOSTAR;CHRONOSTAR;427.05882
2023;Janvier;2023-01-04;Mercredi;2;155;155ex;Express;Régulières Métropolitaines;322.35294
2023;Janvier;2023-01-04;Mercredi;2;153;153ex;Express;Régulières Métropolitaines;387.05882
2023;Juin;2023-06-30;Vendredi;27;50;50;Métropolitaine;Régulières Métropolitaines;1017.64706
2023;Janvier;2023-01-04;Mercredi;2;156;156ex;Express;Régulières Métropolitaines;121.17647
2023;Janvier;2023-01-04;Mercredi;2;159;159ex;Express;Régulières Métropolitaines;205.88235
2023;Juin;2023-06-30;Vendredi;27;53;53;Métropolitaine;Régulières Métropolitaines;2257.64706
2023;Janvier;2023-01-04;Mercredi;2;165;165ex;Express;Régulières Métropolitaines;12.94118
2023;Janvier;2023-01-04;Mercredi;2;173;173ex;Express;Régulières Métropolitaines;172.94118
2023;Juin;2023-06-30;Vendredi;27;54;54;Métropolitaine;Régulières Métropolitaines;2329.41176
2023;Janvier;2023-01-04;Mercredi;2;172;172ex;Express;Régulières Métropolitaines;157.64706
2023;Janvier;2023-01-05;Jeudi;2;1;C1;CHRONOSTAR;CHRONOSTAR;14102.35294
2023;Juin;2023-06-30;Vendredi;27;55;55;Métropolitaine;Régulières Métropolitaines;2367.05882
2023;Janvier;2023-01-04;Mercredi;2;178;178ex;Express;Régulières Métropolitaines;211.76471
2023;Janvier;2023-01-05;Jeudi;2;3;C3;CHRONOSTAR;CHRONOSTAR;10650.58824
2023;Juin;2023-06-30;Vendredi;27;64;64;Métropolitaine;Régulières Métropolitaines;931.76471
2023;Janvier;2023-01-05;Jeudi;2;5;C5;CHRONOSTAR;CHRONOSTAR;12787.05882
2023;Janvier;2023-01-05;Jeudi;2;4;C4;CHRONOSTAR;CHRONOSTAR;20014.11765
2023;Juin;2023-06-30;Vendredi;27;75;75;Métropolitaine;Régulières Métropolitaines;471.76471
2023;Janvier;2023-01-05;Jeudi;2;11;11;Urbaine;Régulières Urbaines;9415.29412
2023;Janvier;2023-01-05;Jeudi;2;6;C6;CHRONOSTAR;CHRONOSTAR;10768.23529
2023;Juin;2023-06-30;Vendredi;27;78;78;Métropolitaine;Régulières Métropolitaines;1114.11765
2023;Janvier;2023-01-05;Jeudi;2;34;34;Inter-quartiers;Régulières Urbaines;949.41176
2023;Janvier;2023-01-05;Jeudi;2;10;10;Urbaine;Régulières Urbaines;3422.35294
2023;Juin;2023-06-30;Vendredi;27;80;80;Métropolitaine;Régulières Métropolitaines;490.58824
2023;Janvier;2023-01-05;Jeudi;2;52;52;Métropolitaine;Régulières Métropolitaines;2924.70588
2023;Janvier;2023-01-05;Jeudi;2;73;73;Métropolitaine;Régulières Métropolitaines;940.0
2023;Juin;2023-06-30;Vendredi;27;152;152ex;Express;Régulières Métropolitaines;44.70588
2023;Janvier;2023-01-05;Jeudi;2;56;56;Métropolitaine;Régulières Métropolitaines;1112.94118
2023;Janvier;2023-01-05;Jeudi;2;74;74;Métropolitaine;Régulières Métropolitaines;1354.11765
2023;Juin;2023-06-30;Vendredi;27;154;154ex;Express;Régulières Métropolitaines;149.41176
2023;Janvier;2023-01-05;Jeudi;2;70;70;Métropolitaine;Régulières Métropolitaines;234.11765
2023;Janvier;2023-01-05;Jeudi;2;79;79;Métropolitaine;Régulières Métropolitaines;378.82353
2023;Juin;2023-06-30;Vendredi;27;172;172ex;Express;Régulières Métropolitaines;96.47059
2023;Janvier;2023-01-05;Jeudi;2;71;71;Métropolitaine;Régulières Métropolitaines;602.35294
2023;Janvier;2023-01-05;Jeudi;2;91;91;Intercommunale;Régulières Métropolitaines;732.94118
2023;Juin;2023-06-30;Vendredi;27;178;178ex;Express;Régulières Métropolitaines;94.11765
2023;Janvier;2023-01-01;Dimanche;1;5;C5;CHRONOSTAR;CHRONOSTAR;1345.88235
2023;Janvier;2023-01-05;Jeudi;2;78;78;Métropolitaine;Régulières Métropolitaines;1318.82353
2023;Janvier;2023-01-05;Jeudi;2;152;152ex;Express;Régulières Métropolitaines;91.76471
2023;Juin;2023-06-30;Vendredi;27;1002;b;Métro;METRO;62191.71171
2023;Janvier;2023-01-01;Dimanche;1;14;14;Urbaine;Régulières Urbaines;205.88235
2023;Janvier;2023-01-05;Jeudi;2;1001;a;Métro;METRO;130512.76727
2023;Janvier;2023-01-05;Jeudi;2;153;153ex;Express;Régulières Métropolitaines;449.41176
2023;Juillet;2023-07-01;Samedi;27;6;C6;CHRONOSTAR;CHRONOSTAR;5314.11765
2023;Janvier;2023-01-01;Dimanche;1;53;53;Métropolitaine;Régulières Métropolitaines;408.23529
2023;Janvier;2023-01-05;Jeudi;2;1002;b;Métro;METRO;79327.57695
2023;Janvier;2023-01-05;Jeudi;2;804;TTZ;Spéciale;Régulières Métropolitaines;20.0
2023;Juillet;2023-07-01;Samedi;27;13;13;Urbaine;Régulières Urbaines;2822.35294
2023;Janvier;2023-01-01;Dimanche;1;55;55;Métropolitaine;Régulières Métropolitaines;557.64706
2023;Janvier;2023-01-06;Vendredi;2;14;14;Urbaine;Régulières Urbaines;6778.82353
2023;Janvier;2023-01-05;Jeudi;2;9999;9999;Non identifié;Non identifiée;5572.94118
2023;Juillet;2023-07-01;Samedi;27;14;14;Urbaine;Régulières Urbaines;2572.94118
2023;Janvier;2023-01-01;Dimanche;1;61;61;Métropolitaine;Régulières Métropolitaines;303.52941
2023;Janvier;2023-01-06;Vendredi;2;50;50;Métropolitaine;Régulières Métropolitaines;1229.41176
2023;Janvier;2023-01-06;Vendredi;2;6;C6;CHRONOSTAR;CHRONOSTAR;11416.47059
2023;Juillet;2023-07-01;Samedi;27;51;51;Métropolitaine;Régulières Métropolitaines;787.05882
2023;Janvier;2023-01-01;Dimanche;1;64;64;Métropolitaine;Régulières Métropolitaines;178.82353
2023;Janvier;2023-01-06;Vendredi;2;52;52;Métropolitaine;Régulières Métropolitaines;2845.88235
2023;Janvier;2023-01-06;Vendredi;2;51;51;Métropolitaine;Régulières Métropolitaines;1649.41176
2023;Juillet;2023-07-01;Samedi;27;67;67;Métropolitaine;Régulières Métropolitaines;810.58824
2023;Janvier;2023-01-01;Dimanche;1;65;65;Métropolitaine;Régulières Métropolitaines;1.17647
2023;Janvier;2023-01-06;Vendredi;2;54;54;Métropolitaine;Régulières Métropolitaines;2978.82353
2023;Janvier;2023-01-06;Vendredi;2;67;67;Métropolitaine;Régulières Métropolitaines;1789.41176
2023;Juillet;2023-07-01;Samedi;27;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2039.07121
2023;Janvier;2023-01-01;Dimanche;1;71;71;Métropolitaine;Régulières Métropolitaines;62.35294
2023;Janvier;2023-01-06;Vendredi;2;55;55;Métropolitaine;Régulières Métropolitaines;2608.23529
2023;Janvier;2023-01-06;Vendredi;2;74;74;Métropolitaine;Régulières Métropolitaines;1474.11765
2023;Juillet;2023-07-02;Dimanche;27;2;C2;CHRONOSTAR;CHRONOSTAR;1540.0
2023;Janvier;2023-01-01;Dimanche;1;82;82;Métropolitaine;Régulières Métropolitaines;85.88235
2023;Janvier;2023-01-06;Vendredi;2;59;59;Métropolitaine;Régulières Métropolitaines;2324.70588
2023;Janvier;2023-01-06;Vendredi;2;76;76;Métropolitaine;Régulières Métropolitaines;870.58824
2023;Juillet;2023-07-02;Dimanche;27;14;14;Urbaine;Régulières Urbaines;295.29412
2023;Janvier;2023-01-01;Dimanche;1;123;N3;STAR de Nuit;Régulières Urbaines;38.82353
2023;Janvier;2023-01-06;Vendredi;2;62;62;Métropolitaine;Régulières Métropolitaines;1285.88235
2023;Janvier;2023-01-06;Vendredi;2;77;77;Métropolitaine;Régulières Métropolitaines;1961.17647
2023;Juillet;2023-07-02;Dimanche;27;51;51;Métropolitaine;Régulières Métropolitaines;241.17647
2023;Janvier;2023-01-02;Lundi;2;12;12;Urbaine;Régulières Urbaines;2855.29412
2023;Janvier;2023-01-06;Vendredi;2;64;64;Métropolitaine;Régulières Métropolitaines;1445.88235
2023;Janvier;2023-01-06;Vendredi;2;78;78;Métropolitaine;Régulières Métropolitaines;1289.41176
2023;Juillet;2023-07-02;Dimanche;27;53;53;Métropolitaine;Régulières Métropolitaines;392.94118
2023;Janvier;2023-01-02;Lundi;2;34;34;Inter-quartiers;Régulières Urbaines;387.05882
2023;Janvier;2023-01-06;Vendredi;2;65;65;Métropolitaine;Régulières Métropolitaines;991.76471
2023;Janvier;2023-01-06;Vendredi;2;91;91;Intercommunale;Régulières Métropolitaines;732.94118
2023;Juillet;2023-07-02;Dimanche;27;54;54;Métropolitaine;Régulières Métropolitaines;495.29412
2023;Janvier;2023-01-02;Lundi;2;51;51;Métropolitaine;Régulières Métropolitaines;938.82353
2023;Janvier;2023-01-06;Vendredi;2;72;72;Métropolitaine;Régulières Métropolitaines;2429.41176
2023;Janvier;2023-01-06;Vendredi;2;121;N1;STAR de Nuit;Régulières Urbaines;135.29412
2023;Juillet;2023-07-02;Dimanche;27;62;62;Métropolitaine;Régulières Métropolitaines;349.41176
2023;Janvier;2023-01-02;Lundi;2;53;53;Métropolitaine;Régulières Métropolitaines;1815.29412
2023;Janvier;2023-01-06;Vendredi;2;73;73;Métropolitaine;Régulières Métropolitaines;1015.29412
2023;Janvier;2023-01-06;Vendredi;2;123;N3;STAR de Nuit;Régulières Urbaines;41.17647
2023;Juillet;2023-07-02;Dimanche;27;64;64;Métropolitaine;Régulières Métropolitaines;137.64706
2023;Janvier;2023-01-02;Lundi;2;61;61;Métropolitaine;Régulières Métropolitaines;985.88235
2023;Janvier;2023-01-06;Vendredi;2;152;152ex;Express;Régulières Métropolitaines;68.23529
2023;Janvier;2023-01-06;Vendredi;2;125;N5;STAR de Nuit;Régulières Urbaines;20.0
2023;Juillet;2023-07-02;Dimanche;27;1002;b;Métro;METRO;20107.5619
2023;Janvier;2023-01-02;Lundi;2;64;64;Métropolitaine;Régulières Métropolitaines;722.35294
2023;Janvier;2023-01-06;Vendredi;2;167;167ex;Express;Régulières Métropolitaines;88.23529
2023;Janvier;2023-01-06;Vendredi;2;1002;b;Métro;METRO;79461.34025
2023;Juillet;2023-07-03;Lundi;28;3;C3;CHRONOSTAR;CHRONOSTAR;8094.11765
2023;Janvier;2023-01-02;Lundi;2;77;77;Métropolitaine;Régulières Métropolitaines;1267.05882
2023;Janvier;2023-01-06;Vendredi;2;168;168ex;Express;Régulières Métropolitaines;172.94118
2023;Janvier;2023-01-07;Samedi;2;5;C5;CHRONOSTAR;CHRONOSTAR;6715.29412
